observatorydam_info,localgovinfoid,localgov_info,id
observatorydam_info,tablemasterinfoid,tablemaster_info,id
judgeman_info,localgovinfoid,localgov_info,id
judgeman_info,disasterid,disaster_master,id
judge_info,judgemaninfoid,judgeman_info,id
judge_info,judgeformulaid,judgeformula_master,id
judgealarm_info,judgemaninfoid,judgeman_info,id
judgealarm_info,alarmmessageinfoid,alarmmessage_info,id
judgenotice_info,judgealarminfoid,judgealarm_info,id
judgenotice_info,noticegroupinfoid,noticegroup_info,id
judgeresultstyle_info,judgemaninfoid,judgeman_info,id
